"alcohol","base","sulfonyl.fluoride","alcohol_.C1_electrostatic_charge","alcohol_.C1_exposed_area","alcohol_electronegativity","alcohol_primary","alcohol_secondary","alcohol_tertiary","alcohol_cyclic","alcohol_4.membered_ring","alcohol_5.membered_ring","alcohol_6.membered_ring","alcohol_7.membered_ring","alcohol_benzylic","alcohol_allylic","alcohol_homobenzylic","alcohol_homoallylic","alcohol_alpha.carbonyl","alcohol_beta_carbonyl","alcohol_hemiacetal","alcohol_alpha.amino","base_.N1_exposed_area","sulfonyl_fluoride_.S1_electrostatic_charge","sulfonyl_fluoride_.F1_electrostatic_charge","sulfonyl_fluoride_.O1_electrostatic_charge","yield"
"1k","BTPP","3.Cl",-0.043,12.177,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.305,0.973,-0.21,-0.439,27
"1k","BTPP","PyFluor",-0.043,12.177,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.305,0.849,-0.198,-0.401,16
"1k","BTPP","3.CF3",-0.043,12.177,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.305,0.978,-0.208,-0.436,31
"1k","BTPP","3.NO2",-0.043,12.177,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.305,0.973,-0.204,-0.43,28
"1k","BTPP","PBSF",-0.043,12.177,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.305,0.926,-0.162,-0.384,36
"1c","DBU","3.Cl",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,1
"1c","DBU","PyFluor",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
"1c","DBU","3.CF3",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,3
"1c","DBU","3.NO2",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,11
"1c","DBU","PBSF",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,83
"1c","MTBD","3.Cl",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,1
"1c","MTBD","PyFluor",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,2
"1c","MTBD","3.CF3",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,4
"1c","MTBD","3.NO2",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,12
"1c","MTBD","PBSF",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,79
"1c","BTMG","3.Cl",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,1
"1c","BTMG","PyFluor",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,1
"1c","BTMG","3.CF3",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,5
"1c","BTMG","3.NO2",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,12
"1c","BTMG","PBSF",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,89
"1c","BTPP","3.Cl",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,3
"1c","BTPP","PyFluor",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,1
"1c","BTPP","3.CF3",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,12
"1c","BTPP","3.NO2",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,22
"1c","BTPP","PBSF",0.425,8.427,0.12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,82
"1l","DBU","3.Cl",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,23
"1l","DBU","PyFluor",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,40
"1l","DBU","3.CF3",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,47
"1l","DBU","3.NO2",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,55
"1l","DBU","PBSF",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,76
"1l","MTBD","3.Cl",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,34
"1l","MTBD","PyFluor",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,41
"1l","MTBD","3.CF3",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,60
"1l","MTBD","3.NO2",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,65
"1l","MTBD","PBSF",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,88
"1l","BTMG","3.Cl",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,30
"1l","BTMG","PyFluor",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,39
"1l","BTMG","3.CF3",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,47
"1l","BTMG","3.NO2",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,55
"1l","BTMG","PBSF",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,79
"1l","BTPP","3.Cl",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,46
"1l","BTPP","PyFluor",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,49
"1l","BTPP","3.CF3",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,58
"1l","BTPP","3.NO2",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,56
"1l","BTPP","PBSF",0.332,6.896,0.11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,82
"1d","DBU","3.Cl",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,25
"1d","DBU","PyFluor",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,45
"1d","DBU","3.CF3",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,41
"1d","DBU","3.NO2",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,48
"1d","DBU","PBSF",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,59
"1d","MTBD","3.Cl",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,30
"1d","MTBD","PyFluor",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,40
"1d","MTBD","3.CF3",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,47
"1d","MTBD","3.NO2",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,48
"1d","MTBD","PBSF",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,74
"1d","BTMG","3.Cl",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,29
"1d","BTMG","PyFluor",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,39
"1d","BTMG","3.CF3",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,39
"1d","BTMG","3.NO2",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,40
"1d","BTMG","PBSF",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,64
"1d","BTPP","3.Cl",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,30
"1d","BTPP","PyFluor",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,33
"1d","BTPP","3.CF3",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,33
"1d","BTPP","3.NO2",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,32
"1d","BTPP","PBSF",0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,58
"1m","DBU","3.Cl",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,0
"1m","DBU","PyFluor",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,0
"1m","DBU","3.CF3",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,0
"1m","DBU","3.NO2",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,0
"1m","DBU","PBSF",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,65
"1m","MTBD","3.Cl",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,0
"1m","MTBD","PyFluor",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,0
"1m","MTBD","3.CF3",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,0
"1m","MTBD","3.NO2",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,0
"1m","MTBD","PBSF",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,80
"1m","BTMG","3.Cl",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,0
"1m","BTMG","PyFluor",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,0
"1m","BTMG","3.CF3",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,0
"1m","BTMG","3.NO2",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,0
"1m","BTMG","PBSF",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,70
"1m","BTPP","3.Cl",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,0
"1m","BTPP","PyFluor",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,0
"1m","BTPP","3.CF3",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,0
"1m","BTPP","3.NO2",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,0
"1m","BTPP","PBSF",0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,70
"1n","DBU","3.Cl",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,0
"1n","DBU","PyFluor",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
"1n","DBU","3.CF3",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,3
"1n","DBU","3.NO2",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,7
"1n","DBU","PBSF",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,91
"1n","MTBD","3.Cl",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,2
"1n","MTBD","PyFluor",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,3
"1n","MTBD","3.CF3",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,7
"1n","MTBD","3.NO2",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,14
"1n","MTBD","PBSF",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,105
"1n","BTMG","3.Cl",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,2
"1n","BTMG","PyFluor",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,2
"1n","BTMG","3.CF3",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,6
"1n","BTMG","3.NO2",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,12
"1n","BTMG","PBSF",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,97
"1n","BTPP","3.Cl",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,8
"1n","BTPP","PyFluor",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,5
"1n","BTPP","3.CF3",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,23
"1n","BTPP","3.NO2",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,30
"1n","BTPP","PBSF",0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,106
"1o","DBU","3.Cl",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,1
"1o","DBU","PyFluor",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
"1o","DBU","3.CF3",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,5
"1o","DBU","3.NO2",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,12
"1o","DBU","PBSF",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,40
"1o","MTBD","3.Cl",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,2
"1o","MTBD","PyFluor",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,3
"1o","MTBD","3.CF3",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,6
"1o","MTBD","3.NO2",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,12
"1o","MTBD","PBSF",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,48
"1o","BTMG","3.Cl",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,2
"1o","BTMG","PyFluor",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,2
"1o","BTMG","3.CF3",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,5
"1o","BTMG","3.NO2",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,11
"1o","BTMG","PBSF",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,50
"1o","BTPP","3.Cl",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,2
"1o","BTPP","PyFluor",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,2
"1o","BTPP","3.CF3",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,9
"1o","BTPP","3.NO2",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,11
"1o","BTPP","PBSF",0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,45
"1p","DBU","3.Cl",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,4
"1p","DBU","PyFluor",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,6
"1p","DBU","3.CF3",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,7
"1p","DBU","3.NO2",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,7
"1p","DBU","PBSF",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,8
"1p","MTBD","3.Cl",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,5
"1p","MTBD","PyFluor",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,7
"1p","MTBD","3.CF3",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,9
"1p","MTBD","3.NO2",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,7
"1p","MTBD","PBSF",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,11
"1p","BTMG","3.Cl",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,1
"1p","BTMG","PyFluor",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,4
"1p","BTMG","3.CF3",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,6
"1p","BTMG","3.NO2",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,6
"1p","BTMG","PBSF",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,12
"1p","BTPP","3.Cl",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,2
"1p","BTPP","PyFluor",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,3
"1p","BTPP","3.CF3",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,6
"1p","BTPP","3.NO2",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,5
"1p","BTPP","PBSF",0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,13
"1q","DBU","3.Cl",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,17
"1q","DBU","PyFluor",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,35
"1q","DBU","3.CF3",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,38
"1q","DBU","3.NO2",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,40
"1q","DBU","PBSF",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,23
"1q","MTBD","3.Cl",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,18
"1q","MTBD","PyFluor",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,26
"1q","MTBD","3.CF3",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,39
"1q","MTBD","3.NO2",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,41
"1q","MTBD","PBSF",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,44
"1q","BTMG","3.Cl",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,1
"1q","BTMG","PyFluor",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,20
"1q","BTMG","3.CF3",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,26
"1q","BTMG","3.NO2",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,38
"1q","BTMG","PBSF",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,52
"1q","BTPP","3.Cl",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,11
"1q","BTPP","PyFluor",0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,24
